"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://finalboss.io/games","text/html; charset=utf-8","200","OK","Indexable","","Game Database | FinalBoss.io | FinalBoss.io","43","388","Search and explore our comprehensive game database with ratings, release dates, and platform information.","105","671","","0","Game Database","13","","0","Browse Game Hubs","16","","0","index, follow","","","https://finalboss.io/games","","","","","","253334","42859","42859","16.418","","479","148","3.236","40.002","Hard","1.521","1","0","","493","246","0","98.800","80","74","0","4","4","0","","","","","9983eff48ede5d429b60904a71dd886e","0.553","","","","","en","1.1","","","","","","https://finalboss.io/games","2026-01-04 09:20:29"
"https://finalboss.io/_next/static/chunks/66ec4792-014bf6117a5024df.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.080","Wed, 26 Nov 2025 23:08:25 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/66ec4792-014bf6117a5024df.js","2026-01-04 09:20:30"
"https://finalboss.io/contact","text/html; charset=utf-8","200","OK","Indexable","","Contact FinalBoss.io | FinalBoss.io","35","304","Reach the FinalBoss.io team for partnerships, press inquiries, or community questions.","86","534","","0","Contact Us","10","","0","","0","","0","index, follow","","","https://finalboss.io/contact","","","","","","17753","3859","3859","1.478","","7","5","1.400","72.471","Fairly Easy","0.237","1","0","","246","246","0","98.800","0","0","0","0","0","0","","","","","118285614f9765fb02e73b1dcb67af0a","0.810","","","","","en","1.1","","","","","","https://finalboss.io/contact","2026-01-04 09:20:29"
"https://finalboss.io/_next/static/chunks/fd9d1056-30f54f59d2cc0b05.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.263","Wed, 26 Nov 2025 23:08:25 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/fd9d1056-30f54f59d2cc0b05.js","2026-01-04 09:20:30"
"https://finalboss.io/_next/static/css/ee0c3303b296928c.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.264","Sun, 04 Jan 2026 08:19:11 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/css/ee0c3303b296928c.css","2026-01-04 09:20:30"
"https://finalboss.io/_next/static/chunks/f7333993-8a3c21d5990a2697.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.302","Wed, 26 Nov 2025 23:08:25 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/f7333993-8a3c21d5990a2697.js","2026-01-04 09:20:30"
"https://finalboss.io/_next/static/chunks/app/not-found-f31aea34f663c1af.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.349","Fri, 02 Jan 2026 09:30:06 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/app/not-found-f31aea34f663c1af.js","2026-01-04 09:20:30"
"https://finalboss.io/technology","text/html; charset=utf-8","200","OK","Indexable","","Gaming & Tech Articles | FinalBoss.io | FinalBoss.io","52","453","Explore the latest in gaming technology, hardware reviews, and industry innovation.","83","516","","0","Tech Hub","8","","0","I’m Obsessing Over a 120Hz Mario Kart World Setup","49","","0","index, follow","","","https://finalboss.io/technology","","","","","","362868","31820","31820","12.190","","674","183","3.683","96.782","Very Easy","1.192","1","0","","492","246","0","98.800","67","38","0","4","4","0","","","","","9cf49f21f25c98995b1e637a6c0f267","0.543","","","","","en","1.1","","","","","","https://finalboss.io/technology","2026-01-04 09:20:30"
"https://finalboss.io/_next/static/chunks/2117-caecaaafa964f2cb.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.104","Fri, 28 Nov 2025 00:21:18 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/2117-caecaaafa964f2cb.js","2026-01-04 09:20:31"
"https://finalboss.io/_next/image?url=%2Ffinalboss.png&w=420&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4128","4128","4128","1.581","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.428","Sun, 28 Dec 2025 02:29:42 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/image?url=%2Ffinalboss.png&w=420&q=75","2026-01-04 09:20:30"
"https://finalboss.io/_next/static/chunks/app/page-1ba0503fc202ffd5.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.101","Fri, 02 Jan 2026 22:26:54 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/app/page-1ba0503fc202ffd5.js","2026-01-04 09:20:31"
"https://finalboss.io/_next/static/chunks/6298-a096a28931898635.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.268","Thu, 27 Nov 2025 08:18:22 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/6298-a096a28931898635.js","2026-01-04 09:20:31"
"https://finalboss.io/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.308","","","","","","1.1","","","","","","https://finalboss.io/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js","2026-01-04 09:20:31"
"https://finalboss.io/gaming","text/html; charset=utf-8","200","OK","Indexable","","Gaming News and Articles | FinalBoss.io | FinalBoss.io","54","480","Stay updated with the latest gaming news, releases, esports, and community stories.","83","522","","0","Gaming News","11","","0","Donkey Kong Bananza’s wild K. Rool twist made every other nostalgia play in 2025 look lazy","90","","0","index, follow","","","https://finalboss.io/gaming","","","","","","212049","26760","26760","10.251","","643","81","7.938","88.521","Easy","1.955","1","0","","271","246","0","98.800","67","38","0","4","4","0","","","","","8fb050f691e6044d15db1f6a215deee6","0.597","","","","","en","1.1","","","","","","https://finalboss.io/gaming","2026-01-04 09:20:31"
"https://finalboss.io/terms-of-service","text/html; charset=utf-8","200","OK","Indexable","","Terms of Service | FinalBoss.io | FinalBoss.io","46","396","Review the terms and conditions for using FinalBoss.io content and services.","76","473","","0","Terms of Service","16","","0","Acceptance of Terms","19","Content Ownership","17","index, follow","","","https://finalboss.io/terms-of-service","","","","","","19442","4112","4112","1.575","","154","25","6.160","61.597","Normal","4.742","1","0","","246","246","0","98.800","0","0","0","0","0","0","","","","","5fd4f56f1777aec222b303c413cb4209","0.636","","","","","en","1.1","","","","","","https://finalboss.io/terms-of-service","2026-01-04 09:20:31"
"https://finalboss.io/guides","text/html; charset=utf-8","200","OK","Indexable","","Game Guides & Walkthroughs | FinalBoss.io | FinalBoss.io","56","510","Master every quest with FinalBoss.io guides, walkthroughs, and strategy breakdowns.","83","532","","0","Game Guides","11","","0","Browse by Game","14","All Guides","10","index, follow","","","https://finalboss.io/guides","","","","","","1233583","76103","76103","29.154","","2551","667","3.825","85.886","Easy","1.291","1","0","","492","246","0","98.800","224","119","0","4","4","0","","","","","3e9d3336e3c0e181ec1881291a61ded1","0.791","","","","","en","1.1","","","","","","https://finalboss.io/guides","2026-01-04 09:20:30"
"https://finalboss.io/_next/static/chunks/webpack-4118b95a25339c2a.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.123","Fri, 28 Nov 2025 08:21:11 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/webpack-4118b95a25339c2a.js","2026-01-04 09:20:32"
"https://finalboss.io/_next/static/chunks/8e1d74a4-54bd6e28133d9b5d.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.099","Mon, 15 Dec 2025 15:39:09 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/8e1d74a4-54bd6e28133d9b5d.js","2026-01-04 09:20:32"
"https://finalboss.io/_next/static/chunks/4609-c11849bc4f79fe28.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.278","Thu, 27 Nov 2025 08:18:22 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/4609-c11849bc4f79fe28.js","2026-01-04 09:20:32"
"https://finalboss.io/_next/static/chunks/9675-5118d71eca080ab5.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.388","Fri, 02 Jan 2026 09:30:06 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/9675-5118d71eca080ab5.js","2026-01-04 09:20:32"
"https://finalboss.io/_next/static/chunks/92-195a04f84640b11c.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.376","Fri, 02 Jan 2026 09:30:07 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/92-195a04f84640b11c.js","2026-01-04 09:20:32"
"https://finalboss.io/write-for-us","text/html; charset=utf-8","200","OK","Indexable","","Write for FinalBoss.io | FinalBoss.io","37","312","Pitch your gaming or technology guest post to the FinalBoss.io editorial team.","78","480","","0","Write for Us","12","","0","Submit Your Tech Guest Post to Our Technology Blog","50","Why Write a Tech Guest Post for Us?","35","index, follow","","","https://finalboss.io/write-for-us","","","","","","51820","12055","12055","4.618","","614","92","6.674","77.708","Fairly Easy","7.705","1","0","","247","246","0","98.800","22","15","0","4","4","0","","","","","bc6c0b69b99ec772f9352b91dd498221","0.594","","","","","en","1.1","","","","","","https://finalboss.io/write-for-us","2026-01-04 09:20:32"
"https://finalboss.io/_next/image?url=%2Ffinalboss.png&w=256&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","5571","5571","5571","2.134","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.115","Thu, 01 Jan 2026 09:41:09 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/image?url=%2Ffinalboss.png&w=256&q=75","2026-01-04 09:20:32"
"https://finalboss.io/_next/static/chunks/polyfills-42372ed130431b0a.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.305","Tue, 23 Dec 2025 22:50:42 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/polyfills-42372ed130431b0a.js","2026-01-04 09:20:32"
"https://finalboss.io/_next/static/chunks/app/layout-ca0a5ec83bc7eeb3.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.299","Fri, 02 Jan 2026 09:30:06 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/app/layout-ca0a5ec83bc7eeb3.js","2026-01-04 09:20:32"
"https://finalboss.io/privacy-policy","text/html; charset=utf-8","200","OK","Indexable","","Privacy Policy | FinalBoss.io | FinalBoss.io","44","367","Understand how FinalBoss.io collects, uses, and protects your information.","74","463","","0","Privacy Policy","14","","0","Information Collection","22","Use of Information","18","index, follow","","","https://finalboss.io/privacy-policy","","","","","","19537","4149","4149","1.589","","163","24","6.792","61.883","Normal","5.078","1","0","","246","246","0","98.800","0","0","0","0","0","0","","","","","4ec5e2b061647a2bc7b0c52fde702b7f","0.707","","","","","en","1.1","","","","","","https://finalboss.io/privacy-policy","2026-01-04 09:20:32"
"https://finalboss.io/authors","text/html; charset=utf-8","200","OK","Indexable","","Our Team & Writers | FinalBoss.io | FinalBoss.io","48","420","Meet the passionate gaming journalists and writers behind FinalBoss.io. Our team delivers the latest gaming news, in-depth reviews, and expert guides.","150","930","","0","The FinalBoss Story","19","","0","What We Stand For","17","Meet Our Writers","16","index, follow","","","https://finalboss.io/authors","","","","","","218370","30515","30515","11.690","","1504","251","5.992","74.753","Fairly Easy","4.339","1","0","","492","246","0","98.800","46","39","0","4","4","0","","","","","1f444f5d6564ab995bf01d39f37ca89e","0.719","","","","","en","1.1","","","","","","https://finalboss.io/authors","2026-01-04 09:20:32"
"https://finalboss.io/articles","text/html; charset=utf-8","200","OK","Indexable","","All Articles | FinalBoss.io | FinalBoss.io","42","340","Explore every article across news, reviews, guides, and technology.","67","410","","0","All Articles","12","","0","","0","","0","index, follow","","","https://finalboss.io/articles","","","","","","45351","10551","10551","4.042","","12","2","6.000","52.695","Fairly Hard","1.193","1","0","","246","246","0","98.800","20","14","0","4","4","0","","","","","12d7455b2e303f9ad9ad6e6b8e79513d","0.643","","","","","en","1.1","","","","","","https://finalboss.io/articles","2026-01-04 09:20:33"
"https://finalboss.io/reviews","text/html; charset=utf-8","200","OK","Indexable","","Game Reviews | FinalBoss.io | FinalBoss.io","42","377","Read in-depth game reviews, verdicts, and ratings from the FinalBoss.io editorial team.","87","533","","0","Game Reviews","12","","0","This rocket-powered trash truck sim is weirder—and kinder—than you think","72","","0","index, follow","","","https://finalboss.io/reviews","","","","","","261759","27988","27988","10.722","","838","181","4.630","85.129","Easy","2.001","1","0","","495","246","0","98.800","67","38","0","4","4","0","","","","","f53b01ae6bdfbc52107e8b8cd176637d","0.451","","","","","en","1.1","","","","","","https://finalboss.io/reviews","2026-01-04 09:20:33"
"https://finalboss.io/about","text/html; charset=utf-8","200","OK","Indexable","","About FinalBoss.io | FinalBoss.io","33","287","Learn about the FinalBoss.io team delivering gaming news, reviews, and guides.","78","492","","0","About Us","8","","0","Our Team","8","","0","index, follow","","","https://finalboss.io/about","","","","","","45863","10554","10554","4.043","","85","17","5.000","74.362","Fairly Easy","2.170","1","0","","246","246","0","98.800","20","14","0","4","4","0","","","","","624e0fd9fa08ba0addfaf0000ce1737b","0.579","","","","","en","1.1","","","","","","https://finalboss.io/about","2026-01-04 09:20:33"
"https://finalboss.io/videos","text/html; charset=utf-8","200","OK","Indexable","","Gaming Videos | FinalBoss.io | FinalBoss.io","43","380","Watch the latest trailers, gameplay clips, and video coverage from FinalBoss.io.","80","487","","0","Videos","6","","0","","0","","0","index, follow","","","https://finalboss.io/videos","","","","","","42543","10153","10153","3.889","","13","3","4.333","52.760","Fairly Hard","1.298","1","0","","492","246","0","98.800","20","14","0","4","4","0","","","","","b19ac3e70366929543b2e2e58e29426","0.596","","","","","en","1.1","","","","","","https://finalboss.io/videos","2026-01-04 09:20:33"
"https://finalboss.io/_next/static/chunks/385cb88d-cfc7d1486d300de9.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.096","Wed, 26 Nov 2025 23:08:25 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/385cb88d-cfc7d1486d300de9.js","2026-01-04 09:20:33"
"https://finalboss.io/_next/static/chunks/app/articles/page-d72d9a062c81f360.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.112","Fri, 02 Jan 2026 22:19:54 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/static/chunks/app/articles/page-d72d9a062c81f360.js","2026-01-04 09:20:33"
"https://finalboss.io/_next/image?url=https%3A%2F%2Fsecure.gravatar.com%2Favatar%2Fe153239990b49e768dd10d594b98474ee0c43e1ec27a517a67f8dbd71d721849%3Fs%3D96%26d%3Dretro%26r%3Dg&w=1200&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","217","217","217","0.083","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.274","Wed, 11 Jan 1984 08:00:00 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/image?url=https%3A%2F%2Fsecure.gravatar.com%2Favatar%2Fe153239990b49e768dd10d594b98474ee0c43e1ec27a517a67f8dbd71d721849%3Fs%3D96%26d%3Dretro%26r%3Dg&w=1200&q=75","2026-01-04 09:20:33"
"https://finalboss.io/20-hours-with-promise-mascot-agency-the-weird","text/html; charset=utf-8","200","OK","Indexable","","This rocket-powered trash truck sim is weirder—and kinder—than you think | FinalBoss.io | FinalBoss.io","102","907","This rocket-powered trash truck sim is weirder—and kinder—than you think","72","460","Reviews","7","This rocket-powered trash truck sim is weirder—and kinder—than you think","72","","0","Blindsided by a Rocket-Boosted Trash Truck","42","Settling into Kaso-Machi: From Errand Boy to Community Champion","63","index, follow","","","https://finalboss.io/20-hours-with-promise-mascot-agency-the-weird","","","","","","85614","21330","21330","8.171","","875","141","6.206","63.823","Normal","7.249","2","0","","1","1","0","0.400","25","16","0","4","4","0","","","","","1fcd7d0029c8ef2ee8499a5fd1723822","0.472","","","","","en","1.1","","","","","","https://finalboss.io/20-hours-with-promise-mascot-agency-the-weird","2026-01-04 09:20:33"
"https://finalboss.io/_next/image?url=https%3A%2F%2Fsecure.gravatar.com%2Favatar%2F4086ac0e1490a8097c64048344807a344c3a6a7ba849a2aa4a2c7587af9cbd60%3Fs%3D96%26d%3Dretro%26r%3Dg&w=1200&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","241","241","241","0.092","","0","","","","","0.000","2","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.321","Wed, 11 Jan 1984 08:00:00 GMT","","","","","1.1","","","","","","https://finalboss.io/_next/image?url=https%3A%2F%2Fsecure.gravatar.com%2Favatar%2F4086ac0e1490a8097c64048344807a344c3a6a7ba849a2aa4a2c7587af9cbd60%3Fs%3D96%26d%3Dretro%26r%3Dg&w=1200&q=75","2026-01-04 09:20:34"
"https://finalboss.io/author/scott","text/html; charset=utf-8","200","OK","Indexable","","Scott Jones - Author | FinalBoss.io | FinalBoss.io","50","426","FinalBoss’ master of Memes, Scott Anthony, might be an Assassin's Creed fanboy, but that doesn’t mean he can dodge like Ezio. Regularly found flattened by some unseen sniper shot, when he’s not waiting to respawn, Scott is busy managing FB’s social media profile and writing gaming-related content.","298","1865","","0","Scott Jones","11","","0","Articles by Scott Jones","23","","0","index, follow","","","https://finalboss.io/author/scott","","","","","","52385","11235","11235","4.304","","53","7","7.571","63.471","Normal","1.519","2","1","","1","1","0","0.400","20","14","0","4","4","0","","","","","97f358156771d00befdafe352cbdae24","0.430","","","","","en","1.1","","","","","","https://finalboss.io/author/scott","2026-01-04 09:20:34"
